,importance
"Series_SEL, SEL w/ Tech, Limited, Limited w/ Ultimate, Sport ,Sport 2.0T, Limited 2.0T",0.0
"Series_SEL, SEL w/Tech (HEV)",0.0
"Series_SEL, Sport, Limited, Limited Turbo",0.0
"Series_SEL, Value Edition & Limited",0.0
Series_SLE2 FWD,0.0
Series_SLK250,0.0
Series_SE1,0.0
Series_STi,0.0
Series_SQ5 quattro Premium Plus,0.0
Series_SQ5 quattro Prestige,0.0
Series_SR5,0.0
Series_SRT,0.0
Series_SRT HELLCAT,0.0
Series_SRT HELLCAT REDEYE,0.0
Series_SRV,0.0
Series_SRV Vehicle,0.0
Series_SSE,0.0
Series_STD,0.0
"Series_STD, Style, Tech",0.0
Series_SUS (sedan),0.0
Series_SLK280,0.0
Model_LW300,0.0
Series_SX Turbo,0.0
"Series_SX, SX Limited",0.0
"Series_SX, SXL",0.0
Series_SXA16L/SXA11L/SXA15L/SXA10L,0.0
Series_SXA16L/SXA11L/SXA15L/SXA10L/BEA11L,0.0
Model_LW2,0.0
Series_SXV20L/MCV20L,0.0
Series_Sahara,0.0
Series_Satellite Blue,0.0
Model_LTD,0.0
Series_SQ5 Prestige,0.0
Series_SQ5 Premium Plus,0.0
Series_SPORTS COUPE,0.0
Series_SPORTS,0.0
Series_SLK300,0.0
Series_SLK320,0.0
Series_SLK32K,0.0
Series_SLK350,0.0
Series_SLK55,0.0
Model_Lancer SportBack,0.0
Series_SLT (AWD),0.0
Series_SLT (FWD),0.0
Series_SLT 1,0.0
Series_SLT 1 AWD,0.0
Series_SLT 1 FWD,0.0
Series_SLT 2,0.0
Series_SLT 2 AWD,0.0
Series_SLT 2 FWD,0.0
Series_SLT AWD,0.0
Series_SLT AWD Diesel,0.0
Series_SLT Diesel,0.0
Series_SLT1 FWD,0.0
Series_SLT2 AWD,0.0
Series_SLT2 FWD,0.0
Series_SLk350,0.0
Series_SM,0.0
Series_SPECIAL,0.0
Series_SE7,0.0
Series_SE/SEL/SES,0.0
Series_RS5 quattro,0.0
"Series_S, SE, SEL",0.0
Series_S 560-4M,0.0
Series_S and MC,0.0
"Series_S, Classic, Pink/SE, SEL",0.0
"Series_S, Coast",0.0
"Series_S, Final Edition SE, Final Edition SEL",0.0
"Series_S, Final Edition SE, Final Edition SEL, SE",0.0
"Series_S, R-Line",0.0
"Series_S, Rabbit Edition, SE, Autobahn",0.0
"Series_S, SE",0.0
"Series_S, SE, Autobahn",0.0
"Series_S, SE, Coast",0.0
"Series_S, SE, SEL, Limited Ed. / TDI S, SE, SEL",0.0
Series_S350 Turbodiesel,0.0
"Series_S, Sunroof Package, S Premium Package",0.0
"Series_S, Wolfsburg",0.0
"Series_S, Wolfsburg, SE, SEL",0.0
Series_S-Line,0.0
Series_S/GT Line,0.0
Series_S/R-Line,0.0
Series_S/SE,0.0
Series_S3 Quattro Premium Plus,0.0
Series_S3 Quattro Prestige,0.0
Series_S3 quattro Premium Plus,0.0
Series_S320,0.0
Series_S 560,0.0
Series_S 55,0.0
Series_S 4Motion,0.0
Series_S 450-4M,0.0
Series_RU,0.0
Series_RWD,0.0
Series_RWD V6,0.0
Series_RZN140L,0.0
Series_RZN150L/VZN150L,0.0
Series_RZN161L/VZN160L,0.0
Model_M35h,0.0
Model_M35,0.0
Model_M340i,0.0
Series_Rebel,0.0
Model_M240i,0.0
Model_M235i,0.0
Series_Reserve HEV,0.0
Series_Reserve I HEV,0.0
Series_Reserve II HEV,0.0
Series_Roadster,0.0
Series_Rsv,0.0
Model_Lumina,0.0
"Series_S (2WD), 4S (4WD)",0.0
Series_S (Sport),0.0
Series_S - 4WD,0.0
"Series_S 4 Motion, Limited 4Motion",0.0
Series_S 450,0.0
Series_S350,0.0
Series_S4 quattro Premium Plus,0.0
"Series_SE, SEL, SEL R-Line, SEL R-Line Jet-Black",0.0
Series_SE PHEV,0.0
Series_SE (US),0.0
Series_SE (no options),0.0
Series_SE - 4WD,0.0
Series_SE / SE NAVI / Limited / Limited NAVI,0.0
Series_SE / SE w/Popular Pkg / Eco / Eco w/Tech Pkg,0.0
Series_SE / SE-2 Valve,0.0
Series_SE / Value Edition / Sport / Limited,0.0
Series_SE / Value Edition/ Limited,0.0
Series_SE AWD,0.0
Series_SE FHEV,0.0
Model_Legend,0.0
"Series_SE Pop, SE Plus, Eco, Sport, Value, Ultimate Base/Ultimate",0.0
Series_S4 quattro Prestige,0.0
Series_SE Premium pkg,0.0
Series_SE R-Line,0.0
Series_SE Standard,0.0
Series_SE w/Dual Airbags,0.0
Series_SE w/Dual air bags,0.0
Series_SE w/Sunroof Pkg.,0.0
Series_SE w/Tech,0.0
Series_SE w/Technology,0.0
"Series_SE, ECO",0.0
"Series_SE, SE w/ Technology",0.0
"Series_SE, SEL 4Motion",0.0
"Series_SE (Popular Equipment Pkg.), Eco, Sport, Limited, Night",0.0
"Series_SE (C,M,B)",0.0
Model_Levante,0.0
Series_S8 plus 4.0T quattro,0.0
Series_S430,0.0
Series_S5 Premium Plus quattro,0.0
Series_S5 Prestige quattro,0.0
Series_S5 quattro,0.0
Series_S5 quattro Premium Plus,0.0
Series_S5 quattro Premium plus,0.0
Series_S5 quattro Prestige,0.0
Series_S5 quattro prestige,0.0
Series_S500,0.0
Series_S500 4MATIC,0.0
Series_S500e,0.0
Model_Lucerne,0.0
Series_S550-4M,0.0
Series_S550V,0.0
Series_S550e,0.0
Series_S55K,0.0
Series_S6 w/innovation Pkg.,0.0
Series_S60/S60I,0.0
Series_S60I,0.0
Series_S63,0.0
Series_S63 AMG,0.0
Series_S63-4M,0.0
Series_S7 4.0T quattro Prestige,0.0
Series_PF,0.0
Series_LX Honda Sensing,0.0
Series_P (Premium),0.0
Series_GLE400,0.0
Series_GL550,0.0
Series_GL550-4M,0.0
Series_GL63 AMG,0.0
Series_GLA45 AMG,0.0
Series_GLB250,0.0
Series_GLB250-4M,0.0
Series_GLC 300-4M,0.0
Series_GLC300-4M,0.0
Series_GLE 63 AMG,0.0
Series_GLE300d,0.0
Series_GLE350-4M,0.0
Series_GLE450,0.0
Series_GL350-4M,0.0
Series_GLE450-4M,0.0
Series_GLE550e-4M,0.0
Series_GLE63 S AMG,0.0
Series_GLI,0.0
Model_Passport,0.0
Series_GLI with Package 1,0.0
Series_GLK250,0.0
Series_GLK250 BLUETEC,0.0
Series_GLS,0.0
Series_GLS (Middle Grade),0.0
Series_GLS (Middle Level),0.0
Series_GL450-4M,0.0
Series_GL350 BLUETEC,0.0
Series_GLS (Middle),0.0
Series_GIULIA (BASE),0.0
"Series_Fleet Edition, S/Classic, Pink",0.0
Series_Formula,0.0
Series_Formula & Convertible,0.0
Series_Full Size 3/4 ton,0.0
Series_G63,0.0
Series_GGL20L,0.0
Series_GGL25L/GYL25L,0.0
Series_GGL26L(3rd seat)/GYL26L(3rd seat),0.0
Series_GH,0.0
Model_Pickup,0.0
Series_GIULIA,0.0
Series_GK,0.0
Series_GL350,0.0
Model_Pick-Up,0.0
Series_GL (Middle-Low Grade),0.0
Series_GL (Middle-Low),0.0
Series_GL (Middle-low Level),0.0
Series_GL - Middle Low Grade,0.0
Series_GL 350,0.0
Series_GL 550,0.0
Series_GL Wagon,0.0
Series_GL(Middle-Low),0.0
Series_GL(Middle-low ),0.0
Series_GL(Middle-low),0.0
Series_GLS (Middle grade),0.0
Series_GLS - Middle level,0.0
Series_GSX40L / AVX40L,0.0
Series_GSE20L/GSE21L,0.0
Series_GRN270L,0.0
Series_GRN280L / GRN285L,0.0
Model_Palisade,0.0
Model_Paceman,0.0
Series_GRN310L,0.0
Model_Outlook,0.0
Series_GRN330L,0.0
Series_GS,0.0
Series_GS AWD,0.0
Series_GSC10L/GSC15L/ASC10L/GSC16L,0.0
Series_GSE20L/25L/21L,0.0
Series_GSE31L,0.0
Model_Parisienne,0.0
Model_Optra,0.0
Series_GSK30L/UCK30L/UCK31L,0.0
Model_Nitro,0.0
Series_GSL20/GSL23/GSL25,0.0
Model_New Yorker,0.0
Model_Neon,0.0
Model_Navigator,0.0
Model_NV200,0.0
Series_GSU70L/AXUH70L,0.0
Series_GSU75L,0.0
Series_GSV60L/AVV60L,0.0
Series_GRN265L,0.0
Series_GRN245L,0.0
Series_GLS / GLI,0.0
"Series_GLS, JSL",0.0
Series_GLS / GLI 1.8T,0.0
Series_GLS / JSL / TAX (Middle level),0.0
Series_GLS / Limited / Limited Premium,0.0
Series_GLS 4Motion,0.0
Series_GLS 4Motion Wagon,0.0
Series_GLS Premium/ SE,0.0
Series_GLS Wagon,0.0
"Series_GLS(1.6 STD, STyle, Tech /1.6T)",0.0
"Series_GLS(3.8 STD,Premium)",0.0
"Series_GLS(STD, Tech)",0.0
"Series_GLS, GS",0.0
"Series_GLS, JSL, TAX",0.0
Model_Park Avenue,0.0
"Series_GLS, JSL, TAX - Middle Level",0.0
Series_GLS- Middle grade,0.0
Series_GLS/ GLS Popular,0.0
Series_GLS450-4M,0.0
Series_GLS550-4M,0.0
Series_GLX,0.0
Series_GLX 4Motion,0.0
Series_GLX 4Motion Wagon,0.0
Series_GLX Wagon,0.0
Series_GRL12L,0.0
Series_GRN210L,0.0
Series_Fleet,0.0
Series_First Edition,0.0
Series_Feature Specification 2,0.0
Series_ESV Luxury 4WD,0.0
Series_EL-XLT,0.0
Series_EL53L,0.0
Series_ELITE,0.0
Series_EN,0.0
Series_EP,0.0
Series_ES,0.0
Series_ES/SE/LE/SP/SEL/Limited,0.0
Series_ESV,0.0
Series_ESV 4WD,0.0
Series_ESV Luxury,0.0
Series_ESV Luxury 2WD,0.0
Series_ESV Platinum 4WD,0.0
Series_ECONOMY,0.0
Series_ESV Premium Luxury,0.0
Series_ESV Premium Luxury 2WD,0.0
Series_ESV Premium Luxury 4WD,0.0
Series_EWB 1/2 ton,0.0
"Series_EX (HEV), Touring S (HEV)",0.0
Series_EX / SX,0.0
Series_EX Honda Sensing,0.0
"Series_EX PREM, SX",0.0
Series_EX Premium (PHEV),0.0
Series_EX SENSING,0.0
Series_EX V-6 w/Lea,0.0
Series_EL-Eddie Bauer,0.0
Series_E63-4M,0.0
Series_FZJ80L,0.0
Series_E350 4 MATIC,0.0
Series_Denali FWD,0.0
Series_Diesel,0.0
Series_Diesel Special Ed.,0.0
Series_Diesel Special Ed. w/sunroof,0.0
Series_Dual Rear Wheels,0.0
Series_Dune,0.0
Series_E 400,0.0
Series_E 400-4M,0.0
Series_E250,0.0
Series_E320 CDI (W),0.0
Series_E320W,0.0
Series_E350-4M,0.0
Series_E63 AMG-S,0.0
Series_E400,0.0
Series_E400-4M,0.0
Series_E420,0.0
Series_E430,0.0
Series_E450,0.0
Series_E450-4M,0.0
Series_E500,0.0
Series_E500 4-MATIC,0.0
Series_E55,0.0
Model_Prius Prime,0.0
Series_E63,0.0
Series_EX V6,0.0
"Series_EX, EX Sport",0.0
"Series_EX, EX Technology Package",0.0
Model_Prelude,0.0
Series_Essence,0.0
Series_Essence AWD,0.0
Series_Essence FWD,0.0
Series_Estate,0.0
Series_Executive,0.0
Series_Executive LWB (Livery),0.0
Series_Executive or Signature,0.0
Series_Ext W/B,0.0
Series_Ext. W/B,0.0
Model_Previa,0.0
Series_F-Series Super Duty - Dual Rear Wheel,0.0
Series_F/L,0.0
"Series_EX, EX-N",0.0
Series_F/T SCAT PACK,0.0
"Series_FE, LXS",0.0
Series_FE/LX/LXS,0.0
Series_FE/SEL/GT/LE/SE,0.0
Series_FWD,0.0
Series_FWD Avenir,0.0
Series_FWD Essence,0.0
Series_FWD MKZ,0.0
Series_FWD MKZ Reserve I,0.0
Series_FWD/AWD (T8),0.0
Series_FWD/eAWD (T8),0.0
Series_Elite,0.0
Series_Elantra GT Sport,0.0
Series_Elantra GT N Line,0.0
Series_Elantra GT,0.0
Series_EX-L / EX-L NAVI,0.0
Series_EX-L NAVI,0.0
Series_EX-L V6,0.0
Series_EX-L V6 NAVI,0.0
Series_EX-L with RES,0.0
Series_EX-L-V6,0.0
Series_EX-LN,0.0
Series_EX-NAVI,0.0
Series_EX-T,0.0
Series_EX-TL,0.0
Series_EX/EX-L/EX-L with NAVI,0.0
Series_EX/SX,0.0
Series_EXCLAIM,0.0
Series_EXL,0.0
Series_EXL SENSING,0.0
Series_EXL-N,0.0
Series_EXL-NR,0.0
Series_EXL-R,0.0
Series_EXL/ EXL-NAVI/ EXL-RES,0.0
"Series_Eco Turbo, SE",0.0
Series_EcoBoost AWD,0.0
Series_Economy APV,0.0
Series_Eddie Bauer,0.0
Model_Mountaineer,0.0
Series_GSX40L/AVX40L,0.0
Series_Overland,0.0
Series_Luxury (DHS),0.0
Series_Limited w/Ultimate (HEV),0.0
"Series_Limited, Limited w/Ultimate (PHEV)",0.0
"Series_Limited, Ultimate",0.0
Series_Limited/Limited w/Ultimate,0.0
Series_Linear,0.0
Series_Livery,0.0
Series_Livery FWD (W20),0.0
Model_Magnum,0.0
"Series_Longitude (B), North (Can), Latitude (M, U)",0.0
Series_Low,0.0
Series_Luxury,0.0
Series_Luxury 2WD,0.0
Series_Limited FWD,0.0
Series_Luxury 4WD,0.0
Series_Luxury APV w/ Extended wheel base,0.0
Series_Luxury AWD,0.0
Series_Luxury Collection,0.0
Series_Luxury Collection (w Adaptive Cruise Control),0.0
Series_Luxury Collection (w/Premium Seat & Adaptive Cruise Control) w/T-ZEV emissions,0.0
Series_Luxury Ext W/B,0.0
Series_Luxury Trim,0.0
"Series_Luxury, Technology, Limited",0.0
Series_M,0.0
Series_M156,0.0
Series_Limited w/ Ultimate (HEV),0.0
Series_Limited AWD,0.0
Series_M161,0.0
Series_LX/LX V-6,0.0
Series_LX A/T Power Pkg,0.0
Series_LX Base,0.0
Series_Sedan Level 1,0.0
"Series_LX Pop,S,EX",0.0
"Series_LX Popular, S",0.0
Series_LX Premium,0.0
Series_LX w/ABS/LX V-6 w/ABS,0.0
Model_Mark,0.0
Series_LX-Honda Sensing,0.0
Series_LX-P,0.0
Series_LX-S,0.0
Series_LXI,0.0
"Series_Limited (US, Can), 300C (Mex)",0.0
Series_LXS,0.0
Model_Mariner,0.0
Model_Malibu Limited,0.0
"Series_Latitude (US), Longitude (Bux), North (Can)",0.0
"Series_Latitude(US,Mex), Longitude(BUX), North(Can)",0.0
Series_Leather Group (1SL),0.0
Series_Level 2 Sedan Man (RF2),0.0
Series_Level II,0.0
Model_Malibu Classic,0.0
Series_Limited (HEV),0.0
"Series_Limited (PHEV), Limited w/ Tech (PHEV)",0.0
Model_MPV,0.0
Series_M235i,0.0
Series_GSX50L/AXXH50L,0.0
Series_NCP131L,0.0
Series_MZAA10L/MZAH10L/MZAH15L,0.0
Series_MZEA12L,0.0
Series_MZEA12L-DEXSBA,0.0
Model_M6,0.0
Series_Middle level,0.0
Series_Middle-low level,0.0
Series_Milan,0.0
Series_Mojave,0.0
Series_Monocoque Chassis - Double Cab,0.0
Series_Monocoque Double Cab,0.0
Series_NCP12L,0.0
Series_NCP61L,0.0
Series_MV,0.0
Series_NCP91L/NCP93L,0.0
Model_M56,0.0
Series_NFA,0.0
Series_NGJ10L,0.0
Series_NHW11L,0.0
Series_NM,0.0
Series_NYC Taxi,0.0
Series_New,0.0
Series_Off Road Truck Crew Cab,0.0
Series_Open Body/Convertible,0.0
Series_Outback,0.0
Series_MV Weekender,0.0
Series_MR2,0.0
Series_MC,0.0
Series_MCX10L,0.0
Series_MCL20L/MCL23L/MCL25L,0.0
Series_MCU20L,0.0
Series_MCU20L/MCU25L/ACU20L/ACU25L,0.0
Series_MCU33L / MCU38L,0.0
Model_MKX,0.0
Series_MCV10L/SXV10L,0.0
Series_MCV20L,0.0
Series_MCV20L/SXV20L,0.0
Series_MCV20L/SXV20L/SXV23L,0.0
Series_MCV30L/ACV30L,0.0
Series_MCV31L,0.0
Series_MCX20L,0.0
Series_ML63,0.0
Series_MG,0.0
Series_MHU23L/MHU28L,0.0
Series_MK,0.0
Model_MKT,0.0
Series_MKT,0.0
Series_ML320,0.0
Series_ML400,0.0
Series_ML430,0.0
Series_ML500,0.0
Series_ML550,0.0
Series_ML550  4-M,0.0
Series_LX (PHEV),0.0
Model_Mark LT,0.0
Series_LUXURY SEDAN,0.0
Series_Hatchback Tall,0.0
Series_HEV Blue,0.0
Series_HF,0.0
Series_HG,0.0
Series_HGS,0.0
Series_HGS(Top),0.0
Series_HIGH,0.0
Series_HSE,0.0
Series_HSE Dynamic,0.0
Series_HSE LUX,0.0
Series_HST,0.0
Series_Hatchback,0.0
Series_Hatchback/Notchback,0.0
Series_HD,0.0
Model_Monte Carlo,0.0
Series_High,0.0
Series_High Feature V6,0.0
Series_High Roof 136 WB,0.0
Series_High Roof 159 WB Cargo Van,0.0
Series_High Roof 159 WB EXT Cargo Van,0.0
Series_Highline,0.0
Series_Hybrid,0.0
Series_Hybrid / Hybrid Limited,0.0
Series_Hybrid Base,0.0
Series_Hybrid EX,0.0
Series_HEV,0.0
Series_HB,0.0
Series_LT w/Standard Emissions,0.0
Series_GTI,0.0
Model_Montero Sport,0.0
"Series_GT (US), GT FWD (Can)",0.0
"Series_GT (US), GT Rallye (Can)",0.0
Series_GT (US)/GT Rallye (Can),0.0
Series_GT Convertible,0.0
Model_Montero,0.0
Series_GT Line,0.0
Series_GT-Line,0.0
Series_GT-Line Turbo,0.0
Series_GT-S,0.0
Series_GT2,0.0
Series_GTP,0.0
Series_H (High Line),0.0
Series_GTS,0.0
Series_GVF50L /GVF55L/ VXFA50L /VXFA55L,0.0
Model_Monterey,0.0
Series_GWS191L,0.0
Series_GX,0.0
Series_GXP,0.0
Model_Montego,0.0
Series_Giulia,0.0
Series_Grand Touring,0.0
Series_Grand Touring/GT,0.0
Series_Graphite Edition (HEV),0.0
Series_Hybrid EX-L,0.0
Series_Hybrid EXL,0.0
Series_Hybrid Limited,0.0
Series_L 3.0T quattro,0.0
Series_KA,0.0
Model_Military Truck,0.0
Model_Milan,0.0
Model_Metro,0.0
Series_KM,0.0
Series_KM Project,0.0
Series_King Ranch,0.0
Series_Komfort,0.0
Series_Komfort / Sport,0.0
Model_Metris,0.0
Series_L / LX,0.0
Series_L quattro,0.0
Series_Hybrid NAVI,0.0
Series_L quattro Sport,0.0
"Series_L, LX",0.0
Series_LAND CRUISER,0.0
Model_Mazda5,0.0
Series_LD Project,0.0
Series_LE,0.0
Series_LH,0.0
Series_LIMITED,0.0
Series_LS,0.0
Series_LS Premium,0.0
Series_LT,0.0
Series_Jetta/S,0.0
Series_JZZ31L,0.0
Series_JZS160L/UZS161L,0.0
Series_JZS160L,0.0
Series_Hybrid SEL Premium,0.0
Series_Hybrid Touring,0.0
Series_Hybrid Touring Plus,0.0
Series_Hybrid-L,0.0
Series_Hybrid.,0.0
Series_Hybrid/ Hybrid Limited,0.0
Series_I/LOW,0.0
Series_I/Low,0.0
Model_Montana SV6,0.0
Model_Montana,0.0
Series_Inscription AWD,0.0
Series_JA,0.0
Series_JA/JX,0.0
Series_JB,0.0
Model_Mirage,0.0
Series_JCE10/JCE10L,0.0
Series_JCE10L,0.0
Series_JCW,0.0
Series_JCW ALL4,0.0
Model_Millenia,0.0
Series_JM,0.0
Series_JR,0.0
Series_JR/PL,0.0
Series_Sedan,0.0
Series_USC10L,0.0
Series_Sedan Level 2,0.0
region_kansas city,0.0
region_kenosha-racine,0.0
region_killeen / temple / ft hood,0.0
region_kirksville,0.0
region_klamath falls,0.0
region_kokomo,0.0
region_la crosse,0.0
region_la salle co,0.0
region_lafayette,0.0
region_lake charles,0.0
region_lake of the ozarks,0.0
Model_Cooper Roadster,0.0
region_lancaster,0.0
Model_Cooper Coupe,0.0
region_las cruces,0.0
Model_Cooper Convertible,0.0
region_lawrence,0.0
region_lawton,0.0
region_lehigh valley,0.0
Model_Cooper,0.0
region_lincoln,0.0
region_little rock,0.0
region_logan,0.0
Model_Contour,0.0
region_lubbock,0.0
region_lynchburg,0.0
region_kenai peninsula,0.0
Model_Corolla Matrix,0.0
Model_Cutlass Calais,0.0
region_joplin,0.0
region_hanford-corcoran,0.0
region_harrisburg,0.0
region_harrisonburg,0.0
Model_Cube,0.0
region_hattiesburg,0.0
region_heartland florida,0.0
region_helena,0.0
region_hickory / lenoir,0.0
region_high rockies,0.0
region_hilton head,0.0
region_holland,0.0
region_houma,0.0
Model_Crosstour,0.0
region_hudson valley,0.0
region_humboldt county,0.0
region_huntington-ashland,0.0
region_imperial county,0.0
Model_Cressida,0.0
region_iowa city,0.0
region_ithaca,0.0
Model_Cougar,0.0
Model_Corsair,0.0
region_janesville,0.0
region_jersey shore,0.0
region_jonesboro,0.0
region_macon / warner robins,0.0
Model_Continental,0.0
Model_Concorde,0.0
region_manhattan,0.0
region_northwest CT,0.0
region_northwest GA,0.0
region_northwest KS,0.0
region_northwest OK,0.0
region_odessa / midland,0.0
region_ogden-clearfield,0.0
region_okaloosa / walton,0.0
Model_Celica,0.0
Model_Cayman,0.0
region_oneonta,0.0
region_orlando,0.0
region_outer banks,0.0
region_owensboro,0.0
region_panama city,0.0
region_parkersburg-marietta,0.0
region_peoria,0.0
Model_Cavalier,0.0
Model_Cascada,0.0
region_pierre / central SD,0.0
Model_Cargo Van,0.0
region_plattsburgh-adirondacks,0.0
region_poconos,0.0
region_port huron,0.0
region_potsdam-canton-massena,0.0
region_provo / orem,0.0
region_northern michigan,0.0
region_northern WI,0.0
region_northeast SD,0.0
region_mohave county,0.0
region_mankato,0.0
region_mason city,0.0
region_meadville,0.0
Model_Commander,0.0
region_memphis,0.0
region_mendocino county,0.0
Model_Comanche,0.0
region_meridian,0.0
Model_Cobalt,0.0
Model_Clubman,0.0
region_modesto,0.0
region_monroe,0.0
region_north platte,0.0
region_montgomery,0.0
region_morgantown,0.0
region_muncie / anderson,0.0
region_myrtle beach,0.0
Model_Clarity,0.0
Model_Civic Type R,0.0
region_new river valley,0.0
Model_Century,0.0
region_north central FL,0.0
region_north dakota,0.0
region_north mississippi,0.0
region_gulfport / biloxi,0.0
Model_Cutlass Ciera,0.0
Series2_TF HEV,0.0
Series2_quattro Technik S-Line (Canada),0.0
region_abilene,0.0
Model_FX45,0.0
Model_FX37,0.0
region_amarillo,0.0
region_annapolis,0.0
Model_F-PACE,0.0
region_asheville,0.0
Model_F-150 Heritage,0.0
region_augusta,0.0
Model_Explorer Sport,0.0
region_baton rouge,0.0
region_beaumont / port arthur,0.0
Model_Escort,0.0
region_binghamton,0.0
region_bismarck,0.0
region_bloomington,0.0
region_bloomington-normal,0.0
region_bowling green,0.0
region_brainerd,0.0
region_brunswick,0.0
region_butte,0.0
region_cape cod / islands,0.0
region_catskills,0.0
region_cedar rapids,0.0
Model_Equator,0.0
Series2_wagon Body Type,0.0
Series2_quattro Technik (Canada),0.0
region_green bay,0.0
Series2_quattro Progressiv (Canada),0.0
Model_Forte Koup,0.0
Series2_Type 95B,0.0
Series2_Type 981,0.0
Series2_Type 997,0.0
Model_Forenza,0.0
Series2_UB,0.0
Series2_UD,0.0
Series2_USC10L-FCZRHA,0.0
Series2_VI,0.0
Series2_Van,0.0
Series2_Van body style,0.0
Series2_Vl,0.0
Model_Fleetwood,0.0
Model_Five Hundred,0.0
Series2_Wagon body Type,0.0
Model_Fiero,0.0
Model_FX50,0.0
Series2_X Series,0.0
Series2_YF HEV,0.0
Series2_ZH - Family,0.0
Series2_ZRE212L-AEXDBA,0.0
Series2_ZRE212L-AEXXPA,0.0
Series2_ZWE211L-AEXLBA,0.0
Series2_new Passat,0.0
Series2_quattro Komfort (Canada),0.0
region_central louisiana,0.0
Model_Eos,0.0
region_champaign urbana,0.0
region_charleston,0.0
region_elko,0.0
region_elmira-corning,0.0
region_evansville,0.0
region_fairbanks,0.0
Model_ELR,0.0
region_farmington,0.0
Model_E-PACE,0.0
region_flint,0.0
region_florence,0.0
region_florence / muscle shoals,0.0
region_florida keys,0.0
Model_E-250,0.0
region_fort dodge,0.0
region_fort smith,0.0
Model_Diamante,0.0
region_frederick,0.0
Model_Deville,0.0
Model_Dart,0.0
region_gadsden-anniston,0.0
region_galveston,0.0
region_glens falls,0.0
region_grand forks,0.0
Model_D-Series,0.0
Model_Cutlass Supreme,0.0
region_great falls,0.0
region_eastern shore,0.0
region_eastern panhandle,0.0
region_eastern montana,0.0
Model_Elantra Touring,0.0
region_chattanooga,0.0
region_chautauqua,0.0
Model_Entourage,0.0
Model_Endeavor,0.0
region_clarksville,0.0
region_clovis / portales,0.0
region_college station,0.0
region_columbia / jeff city,0.0
region_cookeville,0.0
region_cumberland valley,0.0
Model_Eldorado,0.0
Model_Elantra GT,0.0
region_eastern kentucky,0.0
region_decatur,0.0
region_deep east texas,0.0
region_del rio / eagle pass,0.0
region_delaware,0.0
Model_El Camino,0.0
region_dothan,0.0
region_dubuque,0.0
region_duluth / superior,0.0
region_eastern CO,0.0
region_eastern CT,0.0
Model_Echo,0.0
region_pueblo,0.0
"region_quad cities, IA/IL",0.0
region_raleigh / durham / CH,0.0
Model_750i / B7,0.0
Model_750i,0.0
Model_750Lxi / ALPINA B7,0.0
Model_750Lxi,0.0
Model_750Li / ALPINA B7,0.0
Model_750Li,0.0
ForwardCollisionWarning_Not Available,0.0
Model_745i,0.0
Model_745Li,0.0
Model_740iL,0.0
Model_740e,0.0
Model_740Li,0.0
Model_740 Series,0.0
Model_718 Cayman,0.0
Model_718 Boxster,0.0
Model_650xi,0.0
Model_650i / B6,0.0
Model_650i / ALPINA B6,0.0
Model_645Ci,0.0
Model_640xi,0.0
Model_635CSi,0.0
Model_633 csi,0.0
Model_626,0.0
FuelTypeSecondary_Liquefied Petroleum Gas (propane or LPG),0.0
Model_545i,0.0
"GVWR_Class 1A: 3,000 lb or less (1,360 kg or less)",0.0
Model_750i / ALPINA B7,0.0
Model_750xi,0.0
region_rapid city / west SD,0.0
Model_750xi / ALPINA B7,0.0
Model_Astro Van,0.0
Model_Astra,0.0
Model_Aspire,0.0
Model_Aspen,0.0
Model_Ascent,0.0
Model_Ascender,0.0
Model_Arteon,0.0
Model_Amanti,0.0
Model_Allante,0.0
Model_Alero,0.0
Model_Aerostar,0.0
Model_ActiveHybrid 5,0.0
Model_Achieva,0.0
Model_Accord Crosstour,0.0
Model_AMG GT,0.0
Model_968,0.0
Model_960 Series,0.0
Model_944,0.0
Model_924,0.0
Model_9000,0.0
Model_900,0.0
Model_9-7X,0.0
Model_9-5,0.0
Model_9-2X,0.0
Model_86,0.0
Model_540i,0.0
Model_535xi,0.0
Model_535d,0.0
Model_530xi,0.0
SteeringLocation_Right-Hand Drive (RHD),0.0
Model_323i,0.0
Model_318iC,0.0
TractionControl_Optional,0.0
Model_318i,0.0
Model_300ZX,0.0
Model_3000GT,0.0
Model_230i,0.0
Model_228i,0.0
TransmissionStyle_Electronic Continuously Variable (e-CVT),0.0
Model_200SX,0.0
Model_190,0.0
Model_164,0.0
Model_135i,0.0
Model_128i,0.0
Model_124 Spider,0.0
state_wy,0.0
state_wv,0.0
state_nd,0.0
state_ms,0.0
paint_color_purple,0.0
state_de,0.0
Make_OLDSMOBILE,0.0
Make_MERCURY,0.0
Make_ISUZU,0.0
Model_323iC,0.0
Model_325Ci,0.0
Model_325i,0.0
Model_335d,0.0
Model_530e,0.0
Model_525i,0.0
"GVWR_Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",0.0
KeylessIgnition_Not Available,0.0
Model_500X,0.0
LaneDepartureWarning_Not Available,0.0
Model_440i,0.0
Model_335xi,0.0
LowerBeamHeadlampLightSource_HID,0.0
Model_335is,0.0
"LowerBeamHeadlampLightSource_Halogen, LED",0.0
Model_335,0.0
SemiautomaticHeadlampBeamSwitching_Not Available,0.0
Model_330xi,0.0
Model_330e,0.0
Model_328xi,0.0
Model_328iC,0.0
Model_328d,0.0
RearVisibilitySystem_Not Available,0.0
